2025-08-21 11:48:52,653 - INFO - 🛡️  === ULTRA-STABLE SHIPPING FEE CALCULATOR v3.0 ===
2025-08-21 11:48:52,653 - INFO - Mode: TEST
2025-08-21 11:48:52,653 - INFO - Ultra-conservative settings:
2025-08-21 11:48:52,653 - INFO -   - Batch size: 100
2025-08-21 11:48:52,653 - INFO -   - Chunk size: 1000
2025-08-21 11:48:52,653 - INFO -   - Connection check: every 100 records
2025-08-21 11:48:53,137 - INFO - ✅ Initial database connection successful
2025-08-21 11:48:56,228 - INFO - ✅ Backup created: *_backup_20250821_114853
2025-08-21 11:48:56,228 - INFO - 🔄 Starting ultra-stable processing...
2025-08-21 11:49:05,939 - INFO - Item 183: 12,000.00 VNĐ
2025-08-21 11:49:05,940 - INFO - Item 183: 27,000.00 VNĐ
2025-08-21 11:49:05,940 - INFO - Item 183: 15,000.00 VNĐ
2025-08-21 11:49:05,940 - INFO - Item 184: 12,000.00 VNĐ
2025-08-21 11:49:05,940 - INFO - Item 185: 9,000.00 VNĐ
2025-08-21 11:49:05,940 - INFO - Item 185: 9,000.00 VNĐ
2025-08-21 11:49:05,940 - INFO - Item 185: 7,200.00 VNĐ
2025-08-21 11:49:05,940 - INFO - Item 186: 15,000.00 VNĐ
2025-08-21 11:49:05,941 - INFO - Item 186: 12,000.00 VNĐ
2025-08-21 11:49:05,941 - INFO - Item 186: 27,000.00 VNĐ
2025-08-21 11:49:05,941 - INFO - Item 187: 15,000.00 VNĐ
2025-08-21 11:49:05,941 - INFO - Item 187: 12,000.00 VNĐ
2025-08-21 11:49:05,942 - INFO - Item 187: 27,000.00 VNĐ
2025-08-21 11:49:05,942 - INFO - Item 188: 9,000.00 VNĐ
2025-08-21 11:49:05,942 - INFO - Item 188: 16,200.00 VNĐ
2025-08-21 11:49:05,942 - INFO - Item 189: 15,000.00 VNĐ
2025-08-21 11:49:05,942 - INFO - Item 190: 15,000.00 VNĐ
2025-08-21 11:49:05,942 - INFO - Item 191: 15,000.00 VNĐ
2025-08-21 11:49:05,942 - INFO - Item 192: 60,000.00 VNĐ
2025-08-21 11:49:05,942 - INFO - Item 192: 60,000.00 VNĐ
2025-08-21 11:49:05,943 - INFO - Item 193: 60,000.00 VNĐ
2025-08-21 11:49:05,943 - INFO - Item 193: 60,000.00 VNĐ
2025-08-21 11:49:05,943 - INFO - Item 193: 60,000.00 VNĐ
2025-08-21 11:49:05,943 - INFO - Item 194: 60,000.00 VNĐ
2025-08-21 11:49:05,943 - INFO - Item 195: 12,000.00 VNĐ
2025-08-21 11:49:05,943 - INFO - Item 195: 12,000.00 VNĐ
2025-08-21 11:49:05,943 - INFO - Item 195: 21,600.00 VNĐ
2025-08-21 11:49:05,943 - INFO - Item 196: 6,000.00 VNĐ
2025-08-21 11:49:05,943 - INFO - Item 197: 6,000.00 VNĐ
2025-08-21 11:49:05,943 - INFO - Item 197: 6,000.00 VNĐ
2025-08-21 11:49:05,943 - INFO - Item 197: 10,800.00 VNĐ
2025-08-21 11:49:05,943 - INFO - Item 198: 6,000.00 VNĐ
2025-08-21 11:49:05,943 - INFO - Item 198: 10,800.00 VNĐ
2025-08-21 11:49:05,943 - INFO - Item 199: 10,800.00 VNĐ
2025-08-21 11:49:05,944 - INFO - Item 199: 6,000.00 VNĐ
2025-08-21 11:49:05,944 - INFO - Item 199: 6,000.00 VNĐ
2025-08-21 11:49:05,944 - INFO - Item 200: 12,000.00 VNĐ
2025-08-21 11:49:05,944 - INFO - Item 200: 12,000.00 VNĐ
2025-08-21 11:49:05,944 - INFO - Item 200: 12,000.00 VNĐ
2025-08-21 11:49:05,944 - INFO - Item 201: 21,600.00 VNĐ
2025-08-21 11:49:05,944 - INFO - Item 201: 12,000.00 VNĐ
2025-08-21 11:49:05,944 - INFO - Item 201: 21,600.00 VNĐ
2025-08-21 11:49:05,945 - INFO - Item 202: 3,000.00 VNĐ
2025-08-21 11:49:05,945 - INFO - Item 203: 5,400.00 VNĐ
2025-08-21 11:49:05,945 - INFO - Item 203: 3,000.00 VNĐ
2025-08-21 11:49:05,945 - INFO - Item 203: 5,400.00 VNĐ
2025-08-21 11:49:05,945 - INFO - Item 204: 108,000.00 VNĐ
2025-08-21 11:49:05,945 - INFO - Item 204: 60,000.00 VNĐ
2025-08-21 11:49:05,945 - INFO - Item 204: 108,000.00 VNĐ
2025-08-21 11:49:05,945 - INFO - Item 205: 60,000.00 VNĐ
2025-08-21 11:49:09,359 - INFO - Item 206: 6,000.00 VNĐ
2025-08-21 11:49:09,361 - INFO - Item 207: 12,000.00 VNĐ
2025-08-21 11:49:09,361 - INFO - Item 208: 6,000.00 VNĐ
2025-08-21 11:49:09,361 - INFO - Item 208: 6,000.00 VNĐ
2025-08-21 11:49:09,361 - INFO - Item 208: 10,800.00 VNĐ
2025-08-21 11:49:09,361 - INFO - Item 209: 3,000.00 VNĐ
2025-08-21 11:49:09,361 - INFO - Item 210: 15,000.00 VNĐ
2025-08-21 11:49:09,361 - INFO - Item 211: 60,000.00 VNĐ
2025-08-21 11:49:09,361 - INFO - Item 211: 60,000.00 VNĐ
2025-08-21 11:49:09,361 - INFO - Item 211: 60,000.00 VNĐ
2025-08-21 11:49:09,361 - INFO - Item 212: 60,000.00 VNĐ
2025-08-21 11:49:09,361 - INFO - Item 213: 60,000.00 VNĐ
2025-08-21 11:49:09,362 - INFO - Item 214: 60,000.00 VNĐ
2025-08-21 11:49:09,362 - INFO - Item 215: 60,000.00 VNĐ
2025-08-21 11:49:09,362 - INFO - Item 216: 6,000.00 VNĐ
2025-08-21 11:49:09,362 - INFO - Item 216: 6,000.00 VNĐ
2025-08-21 11:49:09,362 - INFO - Item 216: 6,000.00 VNĐ
2025-08-21 11:49:09,362 - INFO - Item 217: 6,000.00 VNĐ
2025-08-21 11:49:09,362 - INFO - Item 218: 12,000.00 VNĐ
2025-08-21 11:49:09,362 - INFO - Item 218: 12,000.00 VNĐ
2025-08-21 11:49:09,362 - INFO - Item 218: 12,000.00 VNĐ
2025-08-21 11:49:09,362 - INFO - Item 219: 12,000.00 VNĐ
2025-08-21 11:49:09,362 - INFO - Item 219: 21,600.00 VNĐ
2025-08-21 11:49:09,362 - INFO - Item 219: 12,000.00 VNĐ
2025-08-21 11:49:09,362 - INFO - Item 220: 6,000.00 VNĐ
2025-08-21 11:49:09,363 - INFO - Item 221: 6,000.00 VNĐ
2025-08-21 11:49:09,363 - INFO - Item 222: 6,000.00 VNĐ
2025-08-21 11:49:09,363 - INFO - Item 222: 6,000.00 VNĐ
2025-08-21 11:49:09,363 - INFO - Item 222: 6,000.00 VNĐ
2025-08-21 11:49:09,363 - INFO - Item 223: 6,000.00 VNĐ
2025-08-21 11:49:09,363 - INFO - Item 223: 10,800.00 VNĐ
2025-08-21 11:49:09,363 - INFO - Item 223: 6,000.00 VNĐ
2025-08-21 11:49:09,363 - INFO - Item 224: 3,000.00 VNĐ
2025-08-21 11:49:09,363 - INFO - Item 224: 5,400.00 VNĐ
2025-08-21 11:49:09,363 - INFO - Item 224: 3,000.00 VNĐ
2025-08-21 11:49:09,363 - INFO - Item 225: 27,000.00 VNĐ
2025-08-21 11:49:09,363 - INFO - Item 225: 15,000.00 VNĐ
2025-08-21 11:49:09,363 - INFO - Item 225: 15,000.00 VNĐ
2025-08-21 11:49:09,363 - INFO - Item 226: 27,000.00 VNĐ
2025-08-21 11:49:09,364 - INFO - Item 226: 15,000.00 VNĐ
2025-08-21 11:49:09,364 - INFO - Item 226: 15,000.00 VNĐ
2025-08-21 11:49:09,364 - INFO - Item 227: 15,000.00 VNĐ
2025-08-21 11:49:09,364 - INFO - Item 228: 27,000.00 VNĐ
2025-08-21 11:49:09,364 - INFO - Item 228: 27,000.00 VNĐ
2025-08-21 11:49:09,364 - INFO - Item 228: 15,000.00 VNĐ
2025-08-21 11:49:09,364 - INFO - Item 229: 15,000.00 VNĐ
2025-08-21 11:49:09,364 - INFO - Item 229: 27,000.00 VNĐ
2025-08-21 11:49:09,364 - INFO - Item 229: 27,000.00 VNĐ
2025-08-21 11:49:09,364 - INFO - Item 230: 27,000.00 VNĐ
2025-08-21 11:49:09,364 - INFO - Item 230: 15,000.00 VNĐ
2025-08-21 11:49:09,364 - INFO - Item 230: 27,000.00 VNĐ
2025-08-21 11:49:09,364 - INFO - Item 231: 15,000.00 VNĐ
2025-08-21 11:49:09,364 - INFO - Item 231: 15,000.00 VNĐ
2025-08-21 11:49:09,365 - INFO - Item 231: 15,000.00 VNĐ
2025-08-21 11:49:09,365 - INFO - Item 232: 27,000.00 VNĐ
2025-08-21 11:49:09,365 - INFO - Item 232: 15,000.00 VNĐ
2025-08-21 11:49:09,365 - INFO - Item 232: 15,000.00 VNĐ
2025-08-21 11:49:09,365 - INFO - Item 233: 15,000.00 VNĐ
2025-08-21 11:49:09,365 - INFO - Item 233: 15,000.00 VNĐ
2025-08-21 11:49:09,365 - INFO - Item 233: 15,000.00 VNĐ
2025-08-21 11:49:09,365 - INFO - Item 234: 27,000.00 VNĐ
2025-08-21 11:49:09,365 - INFO - Item 234: 15,000.00 VNĐ
2025-08-21 11:49:09,365 - INFO - Item 234: 15,000.00 VNĐ
2025-08-21 11:49:09,366 - INFO - Item 235: 60,000.00 VNĐ
2025-08-21 11:49:09,366 - INFO - Item 235: 60,000.00 VNĐ
2025-08-21 11:49:09,366 - INFO - Item 235: 60,000.00 VNĐ
2025-08-21 11:49:09,367 - INFO - Item 236: 27,000.00 VNĐ
2025-08-21 11:49:09,367 - INFO - Item 236: 27,000.00 VNĐ
2025-08-21 11:49:09,368 - INFO - Item 236: 15,000.00 VNĐ
2025-08-21 11:49:09,368 - INFO - Item 237: 15,000.00 VNĐ
2025-08-21 11:49:09,368 - INFO - Item 238: 15,000.00 VNĐ
2025-08-21 11:49:09,368 - INFO - Item 239: 6,000.00 VNĐ
2025-08-21 11:49:09,368 - INFO - Item 240: 15,000.00 VNĐ
2025-08-21 11:49:09,368 - INFO - Item 240: 27,000.00 VNĐ
2025-08-21 11:49:09,368 - INFO - Item 240: 15,000.00 VNĐ
2025-08-21 11:49:09,368 - INFO - Item 241: 15,000.00 VNĐ
2025-08-21 11:49:09,368 - INFO - Item 242: 15,000.00 VNĐ
2025-08-21 11:49:09,368 - INFO - Item 242: 15,000.00 VNĐ
2025-08-21 11:49:09,368 - INFO - Item 242: 15,000.00 VNĐ
2025-08-21 11:49:09,368 - INFO - Item 243: 15,000.00 VNĐ
2025-08-21 11:49:09,369 - INFO - Item 244: 60,000.00 VNĐ
2025-08-21 11:49:09,369 - INFO - Item 244: 60,000.00 VNĐ
2025-08-21 11:49:09,369 - INFO - Item 244: 60,000.00 VNĐ
2025-08-21 11:49:09,369 - INFO - Item 245: 15,000.00 VNĐ
2025-08-21 11:49:09,369 - INFO - Item 245: 15,000.00 VNĐ
2025-08-21 11:49:09,369 - INFO - Item 245: 27,000.00 VNĐ
2025-08-21 11:49:09,369 - INFO - Item 246: 15,000.00 VNĐ
2025-08-21 11:49:09,369 - INFO - Item 247: 15,000.00 VNĐ
2025-08-21 11:49:09,369 - INFO - Item 247: 15,000.00 VNĐ
2025-08-21 11:49:09,369 - INFO - Item 247: 15,000.00 VNĐ
2025-08-21 11:49:09,369 - INFO - Item 248: 30,000.00 VNĐ
2025-08-21 11:49:09,369 - INFO - Item 249: 15,000.00 VNĐ
2025-08-21 11:49:09,369 - INFO - Item 249: 15,000.00 VNĐ
2025-08-21 11:49:09,370 - INFO - Item 249: 27,000.00 VNĐ
2025-08-21 11:49:09,370 - INFO - Item 250: 60,000.00 VNĐ
2025-08-21 11:49:09,370 - INFO - Item 251: 15,000.00 VNĐ
2025-08-21 11:49:09,370 - INFO - Item 251: 15,000.00 VNĐ
2025-08-21 11:49:09,370 - INFO - Item 251: 27,000.00 VNĐ
2025-08-21 11:49:09,370 - INFO - Item 252: 15,000.00 VNĐ
2025-08-21 11:49:09,370 - INFO - Item 253: 15,000.00 VNĐ
2025-08-21 11:49:12,928 - INFO - Item 254: 15,000.00 VNĐ
2025-08-21 11:49:12,929 - INFO - Item 254: 15,000.00 VNĐ
2025-08-21 11:49:12,929 - INFO - Item 254: 15,000.00 VNĐ
2025-08-21 11:49:12,929 - INFO - Item 255: 15,000.00 VNĐ
2025-08-21 11:49:12,929 - INFO - Item 256: 15,000.00 VNĐ
2025-08-21 11:49:12,929 - INFO - Item 257: 15,000.00 VNĐ
2025-08-21 11:49:12,929 - INFO - Item 257: 15,000.00 VNĐ
2025-08-21 11:49:12,930 - INFO - Item 257: 15,000.00 VNĐ
2025-08-21 11:49:12,930 - INFO - Item 258: 15,000.00 VNĐ
2025-08-21 11:49:12,930 - INFO - Item 259: 15,000.00 VNĐ
2025-08-21 11:49:12,930 - INFO - Item 259: 15,000.00 VNĐ
2025-08-21 11:49:12,930 - INFO - Item 260: 15,000.00 VNĐ
2025-08-21 11:49:12,930 - INFO - Item 260: 27,000.00 VNĐ
2025-08-21 11:49:12,930 - INFO - Item 260: 15,000.00 VNĐ
2025-08-21 11:49:12,930 - INFO - Item 261: 15,000.00 VNĐ
2025-08-21 11:49:12,930 - INFO - Item 261: 15,000.00 VNĐ
2025-08-21 11:49:12,930 - INFO - Item 261: 15,000.00 VNĐ
2025-08-21 11:49:12,930 - INFO - Item 262: 10,800.00 VNĐ
2025-08-21 11:49:12,930 - INFO - Item 262: 6,000.00 VNĐ
2025-08-21 11:49:12,931 - INFO - Item 262: 6,000.00 VNĐ
2025-08-21 11:49:12,931 - INFO - Item 263: 60,000.00 VNĐ
2025-08-21 11:49:12,931 - INFO - Item 264: 15,000.00 VNĐ
2025-08-21 11:49:12,931 - INFO - Item 264: 27,000.00 VNĐ
2025-08-21 11:49:12,931 - INFO - Item 264: 15,000.00 VNĐ
2025-08-21 11:49:12,931 - INFO - Item 265: 27,000.00 VNĐ
2025-08-21 11:49:12,931 - INFO - Item 265: 15,000.00 VNĐ
2025-08-21 11:49:12,931 - INFO - Item 265: 15,000.00 VNĐ
2025-08-21 11:49:12,931 - INFO - Item 266: 6,000.00 VNĐ
2025-08-21 11:49:12,931 - INFO - Item 266: 6,000.00 VNĐ
2025-08-21 11:49:12,932 - INFO - Item 266: 6,000.00 VNĐ
2025-08-21 11:49:12,932 - INFO - Item 267: 15,000.00 VNĐ
2025-08-21 11:49:12,932 - INFO - Item 268: 27,000.00 VNĐ
2025-08-21 11:49:12,932 - INFO - Item 268: 15,000.00 VNĐ
2025-08-21 11:49:12,933 - INFO - Item 268: 15,000.00 VNĐ
2025-08-21 11:49:12,933 - INFO - Item 269: 6,000.00 VNĐ
2025-08-21 11:49:12,933 - INFO - Item 269: 10,800.00 VNĐ
2025-08-21 11:49:12,933 - INFO - Item 269: 6,000.00 VNĐ
2025-08-21 11:49:12,933 - INFO - Item 270: 54,000.00 VNĐ
2025-08-21 11:49:12,933 - INFO - Item 270: 30,000.00 VNĐ
2025-08-21 11:49:12,933 - INFO - Item 270: 30,000.00 VNĐ
2025-08-21 11:49:12,933 - INFO - Item 271: 15,000.00 VNĐ
2025-08-21 11:49:12,933 - INFO - Item 272: 6,000.00 VNĐ
2025-08-21 11:49:12,934 - INFO - Item 272: 6,000.00 VNĐ
2025-08-21 11:49:12,934 - INFO - Item 272: 6,000.00 VNĐ
2025-08-21 11:49:12,934 - INFO - Item 273: 15,000.00 VNĐ
2025-08-21 11:49:12,934 - INFO - Item 273: 15,000.00 VNĐ
2025-08-21 11:49:12,934 - INFO - Item 273: 15,000.00 VNĐ
2025-08-21 11:49:12,934 - INFO - Item 274: 27,000.00 VNĐ
2025-08-21 11:49:12,934 - INFO - Item 274: 27,000.00 VNĐ
2025-08-21 11:49:12,934 - INFO - Item 274: 15,000.00 VNĐ
2025-08-21 11:49:12,934 - INFO - Item 275: 15,000.00 VNĐ
2025-08-21 11:49:12,935 - INFO - Item 275: 19,500.00 VNĐ
2025-08-21 11:49:12,935 - INFO - Item 275: 27,000.00 VNĐ
2025-08-21 11:49:12,935 - INFO - Item 276: 108,000.00 VNĐ
2025-08-21 11:49:12,935 - INFO - Item 276: 108,000.00 VNĐ
2025-08-21 11:49:12,935 - INFO - Item 276: 60,000.00 VNĐ
2025-08-21 11:49:12,935 - INFO - Item 277: 45,000.00 VNĐ
2025-08-21 11:49:12,935 - INFO - Item 277: 45,000.00 VNĐ
2025-08-21 11:49:12,935 - INFO - Item 277: 45,000.00 VNĐ
2025-08-21 11:49:12,935 - INFO - Item 278: 6,000.00 VNĐ
2025-08-21 11:49:12,935 - INFO - Item 279: 6,000.00 VNĐ
2025-08-21 11:49:12,935 - INFO - Item 280: 12,000.00 VNĐ
2025-08-21 11:49:12,935 - INFO - Item 280: 12,000.00 VNĐ
2025-08-21 11:49:12,936 - INFO - Item 280: 12,000.00 VNĐ
2025-08-21 11:49:12,936 - INFO - Item 281: 12,000.00 VNĐ
2025-08-21 11:49:12,936 - INFO - Item 281: 12,000.00 VNĐ
2025-08-21 11:49:12,936 - INFO - Item 281: 21,600.00 VNĐ
2025-08-21 11:49:12,936 - INFO - Item 282: 6,000.00 VNĐ
2025-08-21 11:49:12,936 - INFO - Item 283: 6,000.00 VNĐ
2025-08-21 11:49:12,936 - INFO - Item 284: 6,000.00 VNĐ
2025-08-21 11:49:12,936 - INFO - Item 284: 6,000.00 VNĐ
2025-08-21 11:49:12,936 - INFO - Item 284: 6,000.00 VNĐ
2025-08-21 11:49:12,936 - INFO - Item 285: 10,800.00 VNĐ
2025-08-21 11:49:12,936 - INFO - Item 285: 10,800.00 VNĐ
2025-08-21 11:49:12,936 - INFO - Item 285: 6,000.00 VNĐ
2025-08-21 11:49:12,936 - INFO - Item 286: 6,000.00 VNĐ
2025-08-21 11:49:12,936 - INFO - Item 286: 6,000.00 VNĐ
2025-08-21 11:49:12,937 - INFO - Item 286: 6,000.00 VNĐ
2025-08-21 11:49:12,937 - INFO - Item 287: 6,000.00 VNĐ
2025-08-21 11:49:12,937 - INFO - Item 288: 10,800.00 VNĐ
2025-08-21 11:49:12,937 - INFO - Item 288: 7,800.00 VNĐ
2025-08-21 11:49:12,937 - INFO - Item 288: 6,000.00 VNĐ
2025-08-21 11:49:12,937 - INFO - Item 289: 6,000.00 VNĐ
2025-08-21 11:49:12,937 - INFO - Item 289: 10,800.00 VNĐ
2025-08-21 11:49:12,937 - INFO - Item 289: 6,000.00 VNĐ
2025-08-21 11:49:12,937 - INFO - Item 290: 12,000.00 VNĐ
2025-08-21 11:49:12,937 - INFO - Item 291: 10,800.00 VNĐ
2025-08-21 11:49:12,937 - INFO - Item 291: 6,000.00 VNĐ
2025-08-21 11:49:12,937 - INFO - Item 291: 6,000.00 VNĐ
2025-08-21 11:49:12,937 - INFO - Item 292: 3,000.00 VNĐ
2025-08-21 11:49:12,937 - INFO - Item 293: 5,400.00 VNĐ
2025-08-21 11:49:12,938 - INFO - Item 293: 5,400.00 VNĐ
2025-08-21 11:49:12,938 - INFO - Item 293: 3,000.00 VNĐ
2025-08-21 11:49:12,938 - INFO - Item 294: 3,000.00 VNĐ
2025-08-21 11:49:12,938 - INFO - Item 294: 3,000.00 VNĐ
2025-08-21 11:49:12,938 - INFO - Item 294: 5,400.00 VNĐ
2025-08-21 11:49:12,938 - INFO - Item 295: 3,000.00 VNĐ
2025-08-21 11:49:12,938 - INFO - Item 295: 3,000.00 VNĐ
2025-08-21 11:49:12,938 - INFO - Item 295: 5,400.00 VNĐ
2025-08-21 11:49:12,938 - INFO - Item 296: 3,000.00 VNĐ
2025-08-21 11:49:14,656 - INFO - Item 297: 7,500.00 VNĐ
2025-08-21 11:49:14,656 - INFO - Item 297: 7,500.00 VNĐ
2025-08-21 11:49:14,656 - INFO - Item 297: 7,500.00 VNĐ
2025-08-21 11:49:14,657 - INFO - Item 298: 6,000.00 VNĐ
2025-08-21 11:49:14,657 - INFO - Item 298: 10,800.00 VNĐ
2025-08-21 11:49:14,657 - INFO - Item 299: 9,000.00 VNĐ
2025-08-21 11:49:14,657 - INFO - Item 300: 15,000.00 VNĐ
2025-08-21 11:49:14,657 - INFO - Item 301: 60,000.00 VNĐ
2025-08-21 11:49:14,657 - INFO - Item 301: 108,000.00 VNĐ
2025-08-21 11:49:14,657 - INFO - Item 301: 60,000.00 VNĐ
2025-08-21 11:49:14,657 - INFO - Item 302: 12,000.00 VNĐ
2025-08-21 11:49:14,657 - INFO - Item 303: 6,000.00 VNĐ
2025-08-21 11:49:14,657 - INFO - Item 304: 7,500.00 VNĐ
2025-08-21 11:49:14,657 - INFO - Item 305: 60,000.00 VNĐ
2025-08-21 11:49:14,657 - INFO - Item 306: 15,000.00 VNĐ
2025-08-21 11:49:14,657 - INFO - Item 306: 27,000.00 VNĐ
2025-08-21 11:49:14,657 - INFO - Item 306: 27,000.00 VNĐ
2025-08-21 11:49:14,657 - INFO - Item 307: 15,000.00 VNĐ
2025-08-21 11:49:14,657 - INFO - Item 307: 15,000.00 VNĐ
2025-08-21 11:49:14,657 - INFO - Item 308: 10,800.00 VNĐ
2025-08-21 11:49:14,657 - INFO - Item 308: 6,000.00 VNĐ
2025-08-21 11:49:14,657 - INFO - Item 308: 6,000.00 VNĐ
2025-08-21 11:49:14,658 - INFO - Item 309: 15,000.00 VNĐ
2025-08-21 11:49:14,658 - INFO - Item 309: 15,000.00 VNĐ
2025-08-21 11:49:14,658 - INFO - Item 309: 15,000.00 VNĐ
2025-08-21 11:49:14,658 - INFO - Item 310: 15,000.00 VNĐ
2025-08-21 11:49:14,658 - INFO - Item 310: 27,000.00 VNĐ
2025-08-21 11:49:14,658 - INFO - Item 311: 15,000.00 VNĐ
2025-08-21 11:49:14,658 - INFO - Item 311: 15,000.00 VNĐ
2025-08-21 11:49:14,658 - INFO - Item 311: 15,000.00 VNĐ
2025-08-21 11:49:14,658 - INFO - Item 312: 15,000.00 VNĐ
2025-08-21 11:49:14,658 - INFO - Item 312: 15,000.00 VNĐ
2025-08-21 11:49:14,658 - INFO - Item 312: 15,000.00 VNĐ
2025-08-21 11:49:14,658 - INFO - Item 313: 7,500.00 VNĐ
2025-08-21 11:49:14,658 - INFO - Item 314: 15,000.00 VNĐ
2025-08-21 11:49:14,658 - INFO - Item 314: 15,000.00 VNĐ
2025-08-21 11:49:14,658 - INFO - Item 314: 15,000.00 VNĐ
2025-08-21 11:49:14,658 - INFO - Item 315: 15,000.00 VNĐ
2025-08-21 11:49:14,658 - INFO - Item 315: 15,000.00 VNĐ
2025-08-21 11:49:14,658 - INFO - Item 315: 19,500.00 VNĐ
2025-08-21 11:49:14,658 - INFO - Item 316: 15,000.00 VNĐ
2025-08-21 11:49:14,658 - INFO - Item 317: 15,000.00 VNĐ
2025-08-21 11:49:14,659 - INFO - Item 317: 15,000.00 VNĐ
2025-08-21 11:49:14,659 - INFO - Item 317: 15,000.00 VNĐ
2025-08-21 11:49:14,659 - INFO - Item 318: 15,000.00 VNĐ
2025-08-21 11:49:14,659 - INFO - Item 319: 15,000.00 VNĐ
2025-08-21 11:49:14,659 - INFO - Item 319: 15,000.00 VNĐ
2025-08-21 11:49:14,659 - INFO - Item 319: 15,000.00 VNĐ
2025-08-21 11:49:14,659 - INFO - Item 320: 15,000.00 VNĐ
2025-08-21 11:49:14,659 - INFO - Item 320: 15,000.00 VNĐ
2025-08-21 11:49:14,659 - INFO - Item 320: 15,000.00 VNĐ
2025-08-21 11:49:14,659 - INFO - Item 321: 15,000.00 VNĐ
2025-08-21 11:49:14,659 - INFO - Item 322: 15,000.00 VNĐ
2025-08-21 11:49:14,659 - INFO - Item 322: 27,000.00 VNĐ
2025-08-21 11:49:14,659 - INFO - Item 322: 15,000.00 VNĐ
2025-08-21 11:49:14,659 - INFO - Item 323: 60,000.00 VNĐ
2025-08-21 11:49:14,659 - INFO - Item 323: 60,000.00 VNĐ
2025-08-21 11:49:14,659 - INFO - Item 323: 60,000.00 VNĐ
2025-08-21 11:49:14,659 - INFO - Item 324: 60,000.00 VNĐ
2025-08-21 11:49:14,659 - INFO - Item 325: 60,000.00 VNĐ
2025-08-21 11:49:14,659 - INFO - Item 326: 108,000.00 VNĐ
2025-08-21 11:49:14,659 - INFO - Item 326: 60,000.00 VNĐ
2025-08-21 11:49:14,660 - INFO - Item 326: 60,000.00 VNĐ
2025-08-21 11:49:14,660 - INFO - Item 327: 60,000.00 VNĐ
2025-08-21 11:49:14,660 - INFO - Item 327: 60,000.00 VNĐ
2025-08-21 11:49:14,660 - INFO - Item 327: 108,000.00 VNĐ
2025-08-21 11:49:14,660 - INFO - Item 328: 6,000.00 VNĐ
2025-08-21 11:49:14,660 - INFO - Item 329: 6,000.00 VNĐ
2025-08-21 11:49:14,660 - INFO - Item 330: 6,000.00 VNĐ
2025-08-21 11:49:14,660 - INFO - Item 331: 21,600.00 VNĐ
2025-08-21 11:49:14,660 - INFO - Item 331: 21,600.00 VNĐ
2025-08-21 11:49:14,660 - INFO - Item 331: 12,000.00 VNĐ
2025-08-21 11:49:14,660 - INFO - Item 332: 6,000.00 VNĐ
2025-08-21 11:49:14,660 - INFO - Item 333: 6,000.00 VNĐ
2025-08-21 11:49:14,660 - INFO - Item 333: 6,000.00 VNĐ
2025-08-21 11:49:14,660 - INFO - Item 333: 6,000.00 VNĐ
2025-08-21 11:49:14,660 - INFO - Item 334: 12,000.00 VNĐ
2025-08-21 11:49:14,660 - INFO - Item 334: 12,000.00 VNĐ
2025-08-21 11:49:14,660 - INFO - Item 334: 12,000.00 VNĐ
2025-08-21 11:49:14,660 - INFO - Item 335: 21,600.00 VNĐ
2025-08-21 11:49:14,660 - INFO - Item 335: 12,000.00 VNĐ
2025-08-21 11:49:14,660 - INFO - Item 335: 12,000.00 VNĐ
2025-08-21 11:49:14,660 - INFO - Item 336: 12,000.00 VNĐ
2025-08-21 11:49:14,661 - INFO - Item 337: 6,000.00 VNĐ
2025-08-21 11:49:14,661 - INFO - Item 338: 6,000.00 VNĐ
2025-08-21 11:49:14,661 - INFO - Item 338: 6,000.00 VNĐ
2025-08-21 11:49:14,661 - INFO - Item 338: 10,800.00 VNĐ
2025-08-21 11:49:14,661 - INFO - Item 339: 6,000.00 VNĐ
2025-08-21 11:49:14,661 - INFO - Item 340: 6,000.00 VNĐ
2025-08-21 11:49:14,661 - INFO - Item 341: 6,000.00 VNĐ
2025-08-21 11:49:14,661 - INFO - Item 341: 10,800.00 VNĐ
2025-08-21 11:49:14,661 - INFO - Item 341: 6,000.00 VNĐ
2025-08-21 11:49:14,661 - INFO - Item 342: 12,000.00 VNĐ
2025-08-21 11:49:14,661 - INFO - Item 343: 12,000.00 VNĐ
2025-08-21 11:49:14,661 - INFO - Item 344: 12,000.00 VNĐ
2025-08-21 11:49:14,661 - INFO - Item 345: 6,000.00 VNĐ
2025-08-21 11:49:14,661 - INFO - Item 345: 6,000.00 VNĐ
2025-08-21 11:49:14,661 - INFO - Item 345: 10,800.00 VNĐ
2025-08-21 11:49:14,661 - INFO - Item 346: 12,000.00 VNĐ
2025-08-21 11:49:14,661 - INFO - Item 347: 6,000.00 VNĐ
2025-08-21 11:49:18,086 - INFO - Item 348: 6,000.00 VNĐ
2025-08-21 11:49:18,086 - INFO - Item 348: 10,800.00 VNĐ
2025-08-21 11:49:18,086 - INFO - Item 348: 6,000.00 VNĐ
2025-08-21 11:49:18,086 - INFO - Item 349: 12,000.00 VNĐ
2025-08-21 11:49:18,086 - INFO - Item 349: 21,600.00 VNĐ
2025-08-21 11:49:18,087 - INFO - Item 349: 12,000.00 VNĐ
2025-08-21 11:49:18,087 - INFO - Item 350: 6,000.00 VNĐ
2025-08-21 11:49:18,087 - INFO - Item 351: 6,000.00 VNĐ
2025-08-21 11:49:18,087 - INFO - Item 351: 10,800.00 VNĐ
