"sku","national_inv","lead_time","in_transit_qty","forecast_3_month","forecast_6_month","forecast_9_month","sales_1_month","sales_3_month","sales_6_month","sales_9_month","min_bank","potential_issue","pieces_past_due","perf_6_month_avg","perf_12_month_avg","local_bo_qty","deck_risk","oe_constraint","ppap_risk","stop_auto_buy","rev_stop","went_on_backorder"
1457137,457,NA,0,0,0,0,2,9,16,23,1,"No",0,-99,-99,0,"Yes","No","No","Yes","No","No"
2241349,20,0,0,0,0,0,0,0,0,0,0,"No",0,0,0,0,"No","No","Yes","Yes","No","No"
1734622,20,8,0,0,0,0,0,0,0,0,2,"No",0,0.99,0.99,0,"No","No","No","Yes","No","No"
3228994,1,NA,0,0,0,0,0,0,0,0,1,"No",0,-99,-99,0,"No","No","No","Yes","No","No"
3133585,1,12,0,0,0,0,0,0,0,0,0,"No",0,0.73,0.79,0,"No","No","No","Yes","No","No"
3236701,355,8,0,0,0,0,2,7,18,35,0,"No",0,0.99,0.99,0,"No","No","No","Yes","No","No"
1598951,7,2,3,13,28,43,10,30,48,67,5,"No",0,0.99,0.97,0,"No","No","No","Yes","No","Yes"
1133670,10,12,0,0,0,0,0,0,0,0,1,"No",0,0.63,0.63,0,"Yes","No","No","Yes","No","No"
3236293,3,8,0,0,0,0,0,2,4,6,0,"No",0,0.9,0.9,0,"Yes","No","No","Yes","No","No"
1503858,159,2,7,132,352,484,50,200,345,506,31,"No",0,0.95,0.86,0,"No","No","No","Yes","No","No"
1773301,0,8,0,4,5,7,1,6,6,8,3,"No",0,0.94,0.97,0,"No","No","No","Yes","No","Yes"
1817219,5,8,0,0,0,0,0,0,0,0,0,"No",0,0.9,0.9,0,"No","No","No","Yes","No","No"
3029907,43,8,0,0,0,50,8,15,32,40,8,"No",0,0.98,0.97,0,"No","No","No","Yes","No","No"
1837921,42,8,0,0,0,0,0,0,2,2,0,"No",0,0.91,0.95,0,"No","No","No","Yes","No","No"
2904522,43,NA,21,0,0,0,0,0,0,0,15,"No",0,-99,-99,0,"No","No","No","Yes","No","No"
1150188,13,3,0,35,70,112,9,19,37,42,0,"No",0,0.99,0.98,0,"Yes","No","No","Yes","No","Yes"
1456340,0,8,0,5,6,6,0,0,0,0,0,"No",0,0.42,0.36,0,"Yes","No","No","Yes","No","No"
1796853,0,2,0,6,6,6,0,2,4,4,0,"No",0,0.8,0.82,0,"No","No","No","Yes","No","Yes"
1357491,292,8,0,270,270,270,13,40,89,121,21,"No",0,0.05,0.16,0,"No","No","No","Yes","No","No"
1870227,11,2,9,27,54,72,12,26,51,73,7,"No",0,0.99,0.93,0,"No","No","No","Yes","No","Yes"
2857353,23,8,0,0,0,0,0,0,0,0,1,"No",0,0.87,0.92,0,"No","No","No","Yes","No","No"
2822683,94,8,69,0,54,54,7,42,102,137,13,"No",0,0.61,0.6,2,"No","No","No","Yes","No","No"
2196802,53,2,2,0,0,0,0,29,30,38,0,"No",0,0.97,0.87,0,"No","No","No","Yes","No","No"
2161155,91,8,0,0,0,0,0,0,0,0,2,"No",0,0.98,0.98,0,"Yes","No","No","Yes","No","No"
2176949,511,12,243,375,525,750,146,369,691,1178,119,"No",0,0.98,0.95,0,"No","No","No","Yes","No","No"
2943043,8,8,0,0,0,0,0,0,0,0,0,"No",0,0.79,0.79,0,"Yes","No","No","Yes","No","No"
2141548,3,2,0,12,17,22,3,10,18,35,0,"No",0,0.99,0.85,0,"No","No","No","Yes","No","No"
1166151,17,8,0,14,28,42,5,11,23,37,2,"No",0,0.95,0.97,0,"No","No","No","Yes","No","Yes"
1226661,4,8,0,0,0,0,0,0,0,0,0,"No",0,0.73,0.69,0,"Yes","No","No","Yes","No","No"
3052547,30,2,43,540,920,1260,185,395,405,405,136,"No",40,0.6,0.66,2,"No","No","No","Yes","No","Yes"
1227773,4,4,0,0,0,0,0,0,0,0,0,"No",0,0.85,0.88,0,"Yes","No","No","Yes","No","No"
3032994,12,NA,0,0,0,0,0,0,0,0,0,"No",0,-99,-99,0,"Yes","No","No","Yes","No","No"
2917437,230,4,0,0,0,0,3,4,4,6,2,"No",0,0.73,0.78,0,"No","No","No","Yes","No","No"
1583373,63,8,4,50,94,127,21,50,89,199,54,"No",0,1,1,0,"No","No","No","Yes","No","No"
2278345,17,8,1,23,48,68,5,23,45,72,0,"No",0,0.91,0.85,0,"No","No","No","Yes","No","No"
1821984,212,4,30,0,0,0,40,95,298,428,40,"No",0,0.73,0.78,0,"No","No","No","Yes","No","No"
2967143,3,9,0,0,0,0,0,0,0,0,1,"No",0,0.7,0.77,0,"No","No","No","Yes","No","No"
1184019,733,9,0,0,0,0,0,0,0,0,0,"No",0,0.85,0.83,0,"No","No","No","Yes","No","No"
3028767,0,8,0,3,5,7,0,1,4,5,0,"No",1,0.79,0.66,0,"No","No","No","Yes","No","No"
1579578,28,2,0,0,0,0,0,0,0,0,0,"No",0,1,0.99,0,"No","No","No","Yes","No","No"
1247972,3,8,0,0,0,0,0,0,0,2,0,"No",0,0.82,0.78,0,"No","No","No","Yes","No","No"
1751831,735,8,0,0,0,0,5,12,23,34,0,"No",0,-99,-99,0,"Yes","No","No","Yes","No","No"
2065475,0,8,50,1950,3050,4150,0,0,0,0,0,"No",0,0.97,0.98,0,"No","No","No","Yes","No","No"
1521363,35,9,0,22,42,66,10,28,63,100,14,"No",0,0.99,0.98,0,"No","No","No","Yes","No","No"
1884740,0,NA,1,0,0,0,7,23,57,66,14,"No",0,-99,-99,0,"No","No","Yes","No","No","Yes"
3167577,0,4,0,9,9,9,0,0,0,0,0,"No",0,0.79,0.66,0,"No","No","Yes","Yes","No","No"
2802569,8,12,0,0,0,0,0,0,0,0,0,"No",0,0.77,0.73,0,"No","No","Yes","Yes","No","No"
1999847,0,12,0,3,4,5,0,2,2,3,0,"No",0,0.78,0.78,0,"No","No","No","Yes","No","No"
1525653,3,10,0,0,0,1,0,1,1,1,0,"No",0,0.89,0.9,0,"No","No","No","Yes","No","Yes"
1675649,12,8,0,15,35,55,5,10,28,44,4,"No",0,0.86,0.91,0,"No","No","No","Yes","No","No"
1383085,-1,8,0,6,9,12,3,8,10,11,2,"No",0,0.94,0.97,1,"No","No","No","Yes","No","No"
1226651,0,8,0,19,19,19,2,15,35,46,0,"No",0,0.79,0.89,0,"No","No","No","Yes","No","Yes"
2236976,18,9,0,0,0,0,0,0,0,0,0,"No",0,0.85,0.82,0,"No","No","No","Yes","No","No"
3133556,5,16,0,0,0,0,0,0,2,3,1,"No",0,0.31,0.4,0,"No","No","No","Yes","No","No"
2154922,3,9,0,0,0,0,0,0,0,0,1,"No",0,0.54,0.47,0,"No","No","No","Yes","No","No"
1623281,124,8,1,0,0,0,15,47,72,90,22,"No",0,1,0.99,0,"No","No","No","Yes","No","No"
2926111,2,2,0,0,0,0,0,0,0,0,0,"No",0,0,0.33,0,"No","No","No","Yes","No","No"
2820507,7,4,0,0,0,0,0,1,1,1,0,"No",0,0.73,0.78,0,"No","No","No","Yes","No","No"
1388909,0,2,3,9,9,9,0,0,0,0,0,"No",0,0.91,0.89,0,"Yes","No","No","Yes","No","Yes"
2939720,0,3,0,11,19,27,3,12,17,27,0,"No",0,0.89,0.9,0,"No","No","No","Yes","No","Yes"
2137781,69,8,1,0,0,0,2,9,9,9,5,"No",0,0.94,0.69,0,"No","No","No","Yes","No","No"
3143788,9,2,0,0,0,0,0,0,0,1,1,"No",0,0.99,0.99,0,"No","No","No","Yes","No","No"
2148671,80,2,27,68,125,213,30,73,136,219,53,"No",0,0.43,0.43,0,"No","No","No","Yes","No","No"
1639100,104,12,0,0,0,0,0,0,0,1,0,"No",0,0.57,0.69,0,"No","No","Yes","Yes","No","No"
1228960,40,2,4,52,91,143,15,86,170,207,18,"No",0,0.77,0.74,1,"No","No","No","Yes","No","No"
2160503,0,8,4,47,89,131,13,30,52,82,0,"No",0,0.79,0.87,0,"No","No","No","Yes","No","Yes"
1271750,186,8,0,0,0,0,0,0,0,0,12,"No",0,1,0.98,0,"No","No","No","Yes","No","No"
1698968,6,8,0,0,0,0,1,1,1,1,0,"No",0,0.8,0.82,0,"No","No","No","Yes","No","No"
3241735,16,9,0,0,0,0,0,0,0,0,0,"No",0,0.99,0.99,0,"No","No","No","Yes","No","No"
1383750,17,9,0,0,0,0,0,0,0,0,0,"No",0,0.91,0.77,0,"No","No","No","Yes","No","No"
1709547,7,14,0,0,0,2,0,1,3,7,0,"No",0,0.89,0.9,0,"No","No","No","Yes","No","No"
2109507,7,8,0,0,2,4,0,3,8,15,1,"No",0,0.84,0.77,0,"No","No","No","Yes","No","No"
1131295,19,2,0,0,0,0,0,0,1,1,0,"No",0,0.66,0.6,0,"No","No","No","Yes","No","No"
1210885,34,2,0,0,0,0,0,0,2,3,0,"No",0,0.92,0.95,0,"No","No","Yes","Yes","No","No"
1567318,57,8,0,0,0,0,0,1,1,1,0,"No",0,0.78,0.83,0,"No","No","No","Yes","No","No"
1992736,6,8,0,2,2,2,0,0,0,0,0,"No",0,0,0.07,0,"Yes","No","No","Yes","No","No"
1812766,14,12,0,0,0,0,0,0,0,0,0,"No",0,0.63,0.72,0,"Yes","No","No","Yes","No","No"
1147499,-1,9,0,9,9,9,1,6,6,7,0,"No",0,0.67,0.8,1,"No","No","No","Yes","No","Yes"
2920439,19,8,0,0,0,7,5,9,17,31,3,"No",0,0.95,0.95,0,"No","No","No","Yes","No","No"
1684808,2,9,0,1,2,3,1,2,4,6,1,"No",0,0.99,0.98,0,"No","No","Yes","Yes","No","No"
2912939,420,NA,0,0,0,0,1,7,8,8,9,"No",0,-99,-99,0,"Yes","No","No","Yes","No","No"
2896553,7,8,0,0,0,0,0,0,0,0,0,"No",0,0.7,0.73,0,"No","No","No","Yes","No","No"
1164687,2,12,0,0,0,0,0,0,0,0,0,"No",0,0.82,0.79,0,"No","No","Yes","Yes","No","No"
2812434,3,2,0,2,2,2,5,7,7,7,0,"No",0,0.78,0.75,0,"Yes","No","No","Yes","No","No"
3204065,7,8,0,2,2,4,0,1,6,12,0,"No",0,0.12,0.1,0,"No","No","No","Yes","No","No"
2210632,5,8,0,0,0,0,0,0,1,1,0,"No",0,0.87,0.78,0,"Yes","No","No","Yes","No","No"
1902437,15,8,0,9,24,39,1,11,28,42,0,"No",0,0.92,0.95,0,"No","No","No","Yes","No","No"
1693513,12,12,0,0,0,0,1,2,3,5,0,"No",0,0.74,0.74,0,"No","No","No","Yes","No","No"
1344293,10,8,0,60,60,60,10,22,37,70,16,"No",0,0.95,0.96,0,"Yes","No","No","No","No","No"
3277612,71,52,0,0,0,0,0,4,8,13,2,"No",0,1,0.97,0,"Yes","No","No","Yes","No","No"
1519012,4285,8,0,0,0,0,7,22,44,67,57,"No",0,1,0.99,0,"No","No","No","Yes","No","No"
1743493,40,8,0,60,120,180,23,82,172,267,7,"No",0,0.98,0.98,0,"No","No","No","Yes","No","No"
1164517,2,8,0,0,0,0,0,0,0,0,0,"No",0,0.97,0.96,0,"No","No","No","Yes","No","No"
1938928,5,8,0,0,0,0,2,2,6,13,7,"No",0,0.88,0.87,0,"No","No","Yes","Yes","No","No"
1316701,3,2,0,4,6,10,2,4,6,11,1,"No",0,0.89,0.92,0,"No","No","No","Yes","No","Yes"
1619411,2,8,0,20,20,20,2,5,7,8,0,"No",0,1,0.99,0,"No","No","No","Yes","No","Yes"
2265551,4,12,0,0,0,0,0,0,2,2,0,"No",0,0.73,0.76,0,"No","No","No","Yes","No","No"
2019361,2,14,0,3,7,9,2,6,7,10,1,"No",0,0.85,0.76,0,"No","No","No","Yes","No","Yes"
1858504,2,9,0,0,0,0,0,0,0,0,1,"No",0,0.68,0.66,0,"No","No","No","Yes","No","No"
3124304,14,12,0,8,24,32,2,7,14,23,4,"No",0,0.99,0.99,0,"No","No","No","Yes","No","No"
2268940,94,4,50,31,67,96,20,75,173,224,32,"No",1,0.73,0.78,0,"No","No","No","Yes","No","No"
1758358,11030,2,0,0,0,0,35,52,59,87,2,"No",0,1,1,0,"No","No","No","Yes","No","No"
2856819,68,8,4,14,35,70,5,29,66,103,11,"No",0,0.88,0.91,0,"No","No","No","Yes","No","No"
3158055,3,9,0,0,0,0,0,0,0,0,0,"No",0,0.85,0.82,0,"Yes","No","No","Yes","No","No"
2834454,18,9,0,0,0,0,1,2,5,6,0,"No",0,0.85,0.82,0,"No","No","No","Yes","No","No"
2104066,10,4,41,20,53,85,30,84,155,206,17,"No",0,0.89,0.93,0,"No","No","No","Yes","No","No"
2300016,0,8,0,9,13,17,6,13,18,26,0,"No",0,0.68,0.49,0,"No","No","No","Yes","No","Yes"
2907254,506,8,265,800,1376,1952,268,729,1434,2221,252,"No",0,1,0.99,0,"No","No","No","Yes","No","No"
2213633,410,2,0,0,0,0,3,10,21,36,0,"No",0,1,0.99,0,"No","No","No","No","No","No"
3026137,149,8,0,0,0,0,2,4,9,12,19,"No",0,0.95,0.95,0,"Yes","No","No","Yes","No","No"
1960161,52,9,50,50,100,150,16,53,105,156,22,"No",0,0.52,0.41,0,"No","No","No","Yes","No","No"
1356713,15,2,15,0,0,0,0,0,0,0,1,"No",0,0.86,0.9,0,"Yes","No","No","Yes","No","No"
2227372,2,9,0,0,0,0,0,0,0,0,1,"No",0,0.99,0.98,0,"No","No","No","Yes","No","No"
1786713,0,8,0,11,19,27,7,11,16,22,0,"No",0,0.85,0.68,0,"No","No","Yes","Yes","No","Yes"
1982395,0,9,0,2,4,5,0,1,3,3,2,"No",0,0.68,0.66,0,"No","No","Yes","Yes","No","No"
1295681,16,8,0,0,0,0,0,0,0,0,0,"No",0,0.89,0.9,0,"No","No","No","Yes","No","No"
1533559,131,8,0,0,0,0,0,1,6,10,0,"No",0,0.99,0.99,0,"No","No","No","Yes","No","No"
1521459,1,9,0,0,0,0,0,0,0,0,1,"No",0,0.68,0.66,0,"No","No","No","Yes","No","No"
1956896,100,8,3,30,60,120,12,47,98,141,19,"No",0,0.97,0.91,0,"No","No","No","Yes","No","No"
1255606,137,8,0,100,100,200,18,62,120,212,40,"No",0,1,1,0,"No","No","No","Yes","No","No"
1469056,34,8,0,0,0,0,0,0,0,3,0,"No",0,0.95,0.87,0,"No","No","No","Yes","No","No"
1460521,100,8,0,500,500,500,55,99,189,334,20,"No",0,0.97,0.95,0,"No","No","No","Yes","No","Yes"
1886398,1,8,0,0,0,0,0,0,1,1,1,"No",0,0.96,0.97,0,"Yes","No","No","Yes","No","No"
3001084,35,8,0,0,0,0,1,2,5,12,0,"No",0,0.9,0.89,0,"Yes","No","Yes","Yes","No","No"
1979165,410,8,14,0,266,399,47,139,304,446,50,"No",0,0.97,0.95,0,"No","No","No","Yes","No","No"
1824849,26418,8,0,0,0,0,8,19,44,74,12,"No",0,0.69,0.69,0,"No","No","No","Yes","No","No"
1388041,4,12,0,0,0,0,0,0,1,1,0,"No",0,0.63,0.72,0,"No","No","No","Yes","No","No"
3230325,77,8,10,71,147,204,13,53,137,242,20,"No",0,1,1,0,"No","No","No","Yes","No","No"
3093132,5,52,0,0,0,0,0,0,0,0,1,"No",0,0.7,0.66,0,"Yes","No","No","Yes","No","No"
1402058,178,2,104,1810,3090,4530,371,371,373,373,328,"No",0,0.99,0.98,21,"No","No","No","No","No","Yes"
1142325,40,8,0,0,0,0,0,0,0,0,2,"No",0,-99,-99,0,"No","No","No","Yes","No","No"
1678741,1,8,0,1,1,2,0,0,1,2,0,"No",0,0.8,0.82,0,"No","No","No","Yes","No","No"
1493172,214,8,3,241,457,636,41,192,421,724,67,"No",0,0.97,0.84,0,"No","No","No","Yes","No","No"
3246143,13,12,0,0,0,0,0,0,0,0,1,"No",0,0.48,0.48,0,"Yes","No","No","Yes","No","No"
3276333,19,9,0,0,0,0,0,2,12,15,0,"No",0,0.85,0.82,0,"No","No","No","Yes","No","No"
1440172,62,8,4,48,72,120,11,38,101,153,12,"No",0,0.99,0.99,0,"No","No","No","Yes","No","No"
3232902,92,8,27,55,110,170,14,57,117,205,27,"No",0,0.98,0.92,0,"No","No","No","Yes","No","No"
1326094,7,12,0,0,0,0,0,0,0,0,0,"No",0,0.96,0.91,0,"No","No","No","Yes","No","No"
2245702,0,8,0,3,3,4,1,1,1,1,0,"No",0,0,0,0,"Yes","No","No","Yes","No","Yes"
1960827,2,9,0,0,0,0,0,0,0,0,1,"No",0,0.99,0.98,0,"No","No","No","Yes","No","No"
2895197,5,2,0,0,0,0,0,0,0,1,1,"No",0,1,1,0,"No","No","No","Yes","No","No"
3072983,15,2,0,0,0,0,0,0,0,2,0,"No",0,0.64,0.48,0,"Yes","No","No","Yes","No","No"
2276047,917,8,0,0,0,0,3,10,17,28,5,"No",0,-99,-99,0,"No","No","No","Yes","No","No"
1731719,20,4,0,12,30,54,1,8,40,58,5,"No",0,0.99,0.99,0,"No","No","No","Yes","No","No"
1678990,0,NA,0,200,300,500,0,0,0,0,0,"No",0,-99,-99,0,"No","No","No","Yes","No","Yes"
1519762,348,2,108,0,0,0,6,192,338,517,0,"No",0,0.58,0.57,0,"No","No","No","Yes","No","No"
1170727,0,8,0,4,5,6,0,1,3,6,0,"No",1,0.47,0.62,0,"No","No","No","Yes","No","No"
2867211,49,4,3,0,0,0,10,38,74,116,6,"No",0,0.73,0.78,0,"No","No","Yes","Yes","No","No"
2981997,332,12,0,0,0,0,1,1,2,4,10,"No",0,0.73,0.79,0,"No","No","No","Yes","No","No"
3036160,2,2,0,1,1,2,0,1,2,2,0,"No",0,0.82,0.81,0,"No","No","No","Yes","No","No"
1669800,21,NA,0,0,0,0,0,0,0,0,1,"No",0,-99,-99,0,"No","No","No","Yes","No","No"
1982920,249,12,0,0,0,0,0,0,0,0,0,"No",0,0.63,0.72,0,"No","No","No","Yes","No","No"
1577446,5,4,0,0,0,0,1,1,8,10,0,"No",0,0.73,0.78,0,"No","No","No","Yes","No","No"
2813752,0,2,0,200,200,200,0,0,0,0,1,"No",0,0.8,0.63,0,"Yes","No","No","Yes","No","No"
2014668,4392,NA,58,0,0,0,69,258,543,785,116,"No",0,-99,-99,0,"No","No","Yes","Yes","No","No"
2252313,-39,NA,0,0,0,0,1008,2481,2501,2511,753,"No",0,-99,-99,0,"No","No","No","Yes","No","Yes"
1911646,5,3,0,0,0,0,0,0,1,2,0,"No",0,0.89,0.9,0,"No","No","No","Yes","No","No"
1555985,7,2,0,0,5,5,0,0,5,11,0,"No",0,0.98,0.99,0,"No","No","No","Yes","No","Yes"
3277557,409,8,128,1000,2000,2000,126,498,1001,1532,152,"No",0,0.92,0.95,0,"No","No","No","Yes","No","No"
1475817,51,8,0,0,0,0,0,0,1,1,0,"No",0,0.98,0.97,0,"No","No","Yes","Yes","No","No"
2012265,4,8,0,41,85,129,14,50,94,171,27,"No",0,0.92,0.94,0,"No","No","No","Yes","No","Yes"
1705408,55,8,0,0,0,0,0,0,2,6,0,"No",0,0.84,0.89,0,"No","No","No","Yes","No","No"
1719588,6,2,0,4,5,5,0,0,0,0,0,"No",0,0.82,0.75,0,"Yes","No","Yes","Yes","No","No"
1917469,3,4,1,0,0,0,0,0,2,2,0,"No",0,0.73,0.78,0,"No","No","No","Yes","No","No"
1232423,17,8,0,0,0,0,0,0,1,2,0,"No",0,0.99,0.94,0,"No","No","No","Yes","No","No"
2814045,3,2,0,100,100,100,24,48,82,140,66,"No",0,0.98,0.97,0,"No","No","No","Yes","No","Yes"
1283044,1,12,0,6,7,10,1,4,6,8,0,"No",0,0.82,0.79,0,"No","No","No","Yes","No","Yes"
2268669,0,4,0,11,11,11,0,0,0,0,0,"No",0,0.57,0.7,0,"Yes","No","No","Yes","No","Yes"
2209745,31,8,0,0,0,0,3,20,37,61,0,"No",0,1,1,0,"No","No","No","Yes","No","No"
1754421,139,2,0,0,0,0,3,12,42,79,19,"No",0,1,0.92,0,"No","No","Yes","Yes","No","No"
1487905,26,4,0,30,30,60,6,20,33,54,4,"No",0,1,0.99,0,"No","No","No","Yes","No","No"
2802453,0,12,0,0,0,0,0,0,0,0,0,"No",0,0.73,0.79,0,"No","No","No","Yes","No","Yes"
1597062,686,8,88,0,0,0,43,161,353,550,87,"No",0,0.97,0.97,0,"No","No","No","Yes","No","No"
1414508,3,2,0,1,4,6,1,2,5,10,2,"No",0,0.97,0.98,0,"No","No","No","Yes","No","No"
1731784,49,8,4,33,65,89,30,63,96,149,19,"No",0,0.42,0.36,0,"No","No","No","Yes","No","Yes"
2855106,3,8,0,17,25,33,6,17,22,30,2,"No",0,0.18,0.33,0,"No","No","No","Yes","No","No"
1973657,12,2,0,0,0,0,0,1,1,2,0,"No",0,0.98,0.99,0,"No","No","No","Yes","No","No"
1304141,11,4,2,0,0,0,0,0,0,0,0,"No",0,0.77,0.8,0,"Yes","No","No","Yes","No","No"
2238901,17,9,0,0,0,0,0,0,1,1,0,"No",0,0.85,0.82,0,"No","No","No","Yes","No","No"
1679714,0,2,0,2,2,2,0,0,0,0,0,"No",0,0.59,0.61,0,"Yes","No","Yes","Yes","No","No"
2064110,3,9,0,0,0,0,1,2,5,6,2,"No",0,0.68,0.66,0,"No","No","No","Yes","No","No"
1414669,14,0,0,45,81,117,16,44,72,98,5,"No",0,0,0,0,"No","No","No","No","No","Yes"
1182776,0,9,0,387,560,646,0,0,0,0,29,"No",0,0.91,0.74,0,"No","No","Yes","Yes","No","Yes"
1955020,29,52,0,0,0,0,1,1,2,4,1,"No",0,0.91,0.9,0,"Yes","No","No","No","No","No"
3259191,135,2,70,49,223,431,8,11,14,14,20,"No",0,0.89,0.94,0,"Yes","No","No","Yes","No","No"
2160819,117,12,0,0,0,22,9,22,37,70,0,"No",0,0.97,0.93,0,"No","No","No","Yes","No","No"
1182308,1,8,0,0,24,24,2,2,2,4,1,"No",0,1,0.99,0,"No","No","No","Yes","No","Yes"
1353135,11,8,1,0,0,3,1,5,9,12,2,"No",0,1,1,0,"No","No","No","Yes","No","No"
1241786,3,12,0,0,8,8,1,1,3,7,0,"No",0,0.47,0.39,0,"No","No","No","Yes","No","No"
1700555,73,2,0,0,0,0,1,4,8,12,0,"No",0,0.82,0.83,0,"Yes","No","No","Yes","No","No"
3156510,14,8,46,24,57,79,14,38,74,106,23,"No",2,0.25,0.31,0,"No","No","No","Yes","No","No"
2046719,129,9,0,0,0,12,29,82,165,261,35,"No",0,0.91,0.77,0,"No","No","No","Yes","No","No"
2819079,312,NA,1,0,0,132,37,196,378,512,38,"No",0,-99,-99,0,"No","No","Yes","Yes","No","No"
2103609,735,12,264,354,1206,2856,295,1416,3481,4520,310,"No",0,0.83,0.83,0,"No","No","No","Yes","No","No"
1366673,17,8,20,47,77,107,5,45,68,120,20,"No",0,0.92,0.92,0,"No","No","No","Yes","No","No"
1666283,13,13,0,0,0,0,1,3,10,10,1,"No",0,0.8,0.82,0,"No","No","No","Yes","No","No"
1922250,48,8,10,138,246,354,43,68,71,73,19,"No",12,0.78,0.74,0,"No","No","No","Yes","No","No"
1793526,0,2,0,9,14,14,0,0,0,0,1,"No",0,0.07,0.07,0,"No","No","Yes","Yes","No","Yes"
1631429,5,12,0,0,0,0,0,0,0,0,0,"No",0,0.63,0.72,0,"Yes","No","No","Yes","No","No"
1957453,381,2,298,1896,3095,3639,217,521,1167,2874,204,"No",0,0.84,0.83,0,"No","No","No","Yes","No","No"
3106730,5,12,0,0,0,0,0,0,0,0,1,"No",0,0.86,0.75,0,"No","No","No","Yes","No","No"
2287127,175,2,0,0,0,0,0,1,9,9,16,"No",0,1,1,0,"No","No","No","Yes","No","No"
2934501,64,4,14,49,87,112,20,54,107,154,28,"No",0,0.73,0.78,0,"No","No","No","Yes","No","No"
1617650,3,8,0,0,0,1,0,1,1,1,0,"No",0,0.85,0.92,0,"No","No","No","Yes","No","No"
2922543,48,8,18,23,53,83,11,38,89,151,38,"No",0,0.82,0.81,0,"No","No","No","Yes","No","No"
1622027,10,4,2,0,0,0,0,1,3,4,0,"No",0,0.73,0.78,0,"Yes","No","No","Yes","No","No"
1845903,4,3,0,2,10,16,2,5,13,21,3,"No",0,0.98,0.99,0,"No","No","No","Yes","No","No"
2921096,24,9,0,0,0,0,0,0,0,0,0,"No",0,0.85,0.82,0,"No","No","No","Yes","No","No"
1305677,45,0,0,0,0,0,0,0,0,0,0,"No",0,0,0,0,"No","No","No","No","No","No"
3181654,30,8,0,20,36,44,6,19,43,62,8,"No",0,0.99,0.98,0,"No","No","No","Yes","No","No"
1434165,0,8,0,30,42,54,11,19,29,41,9,"No",0,0.98,0.93,0,"No","No","No","Yes","No","Yes"
1224162,2,8,0,0,0,0,0,0,0,0,0,"No",0,0.82,0.87,0,"No","No","No","Yes","No","No"
3099781,24,8,0,0,0,0,0,0,0,0,0,"No",0,0.96,0.95,0,"No","No","No","Yes","No","No"
3141006,800,8,0,0,0,0,0,0,5,5,1,"No",0,1,0.7,0,"No","No","No","Yes","No","No"
1407996,28,2,0,10,10,10,0,0,0,0,0,"No",0,0.84,0.82,0,"Yes","No","No","Yes","No","No"
1558870,0,NA,0,849,849,849,0,0,0,0,0,"No",0,-99,-99,0,"Yes","No","No","Yes","No","No"
2916561,11,9,0,0,0,0,0,0,0,2,0,"No",0,0.94,0.83,0,"Yes","No","No","Yes","No","No"
2006156,2,2,0,2,5,7,1,4,5,5,0,"No",0,0.9,0.94,0,"Yes","No","No","Yes","No","Yes"
1453421,573,9,0,0,0,0,0,0,0,0,0,"No",0,0.98,0.98,0,"No","No","No","Yes","No","No"
1781999,460,12,0,0,0,0,0,0,0,0,0,"No",0,0.93,0.89,0,"No","No","Yes","Yes","No","No"
3030732,0,2,0,9,14,15,0,0,0,0,0,"No",0,0.73,0.7,0,"Yes","No","No","Yes","No","No"
1243831,82,NA,2,0,0,0,10,57,106,175,59,"No",0,-99,-99,0,"No","No","No","No","No","No"
1846111,0,2,0,4,19,19,0,0,0,0,1,"No",0,0.81,0.87,0,"No","No","No","Yes","No","Yes"
1614083,13,4,0,0,2,3,14,22,27,28,1,"No",0,0.24,0.14,0,"Yes","No","No","Yes","No","Yes"
1970915,0,8,0,35,70,107,0,0,0,0,0,"No",0,0.97,0.9,0,"Yes","No","Yes","Yes","No","Yes"
1577231,19,12,0,0,0,0,0,0,0,0,0,"No",0,0.74,0.74,0,"No","No","No","Yes","No","No"
1387362,3,12,0,0,0,0,0,0,0,0,0,"No",0,0.78,0.78,0,"No","No","No","Yes","No","No"
1553985,6,12,0,0,0,0,0,0,0,0,0,"No",0,0.78,0.78,0,"No","No","No","Yes","No","No"
1697091,525,8,28,126,342,670,104,368,753,1191,228,"No",0,0.82,0.8,0,"No","No","No","Yes","No","No"
1474770,20,8,0,0,0,0,0,0,4,4,0,"No",0,0.85,0.78,0,"No","No","No","Yes","No","No"
3159155,83,8,0,0,0,0,1,5,15,32,6,"No",0,0.75,0.72,0,"Yes","No","No","Yes","No","No"
3177597,4,8,0,2,5,9,3,8,10,10,0,"No",0,0.73,0.78,0,"No","No","No","Yes","No","No"
1641093,148,2,89,260,510,780,131,397,687,964,92,"No",0,0.9,0.93,0,"No","No","No","Yes","No","No"
3183001,2,NA,0,0,0,0,0,0,0,0,0,"No",0,-99,-99,0,"Yes","No","No","Yes","No","No"
3201322,280,8,0,0,0,0,0,0,0,1,0,"No",0,0.9,0.93,0,"No","No","No","Yes","No","No"
1366646,-4,8,0,20,20,20,2,39,41,46,1,"No",0,0.55,0.55,4,"No","No","No","Yes","No","Yes"
3046770,0,8,0,4,6,9,0,3,4,6,0,"No",0,0,0,0,"No","No","No","Yes","No","No"
1776478,2,2,1,2,4,8,0,0,0,0,0,"No",0,0.13,0.09,0,"No","No","No","Yes","No","No"
2907711,20,8,0,0,0,0,1,1,1,2,0,"No",0,0.83,0.86,0,"No","No","No","Yes","No","No"
1227282,6,4,0,0,0,0,0,1,3,3,2,"No",0,0.77,0.8,0,"No","No","No","Yes","No","No"
