id;external_id;product_code;name;description;category_id;unit_price;weight;volume;is_fragile;stock_quantity;product_status;warehouse_id;created_at;updated_at;created_by;notes
153;NULL;NULL;"Máy Lạnh";NULL;NULL;0.00;43.000;141120.000;0;0;1;NULL;"2025-09-11 16:04:01";"2025-09-11 16:04:01";1;NULL
154;NULL;NULL;"Ti VI";NULL;NULL;0.00;1.000;8832.000;1;0;1;NULL;"2025-09-11 16:36:03";"2025-09-11 16:36:03";1;NULL
155;NULL;NULL;"Máy Lạnh";NULL;NULL;0.00;3.000;42527.000;0;0;1;NULL;"2025-09-11 16:36:04";"2025-09-11 16:36:04";1;NULL
156;NULL;NULL;"Ti VI";NULL;NULL;0.00;1.000;8832.000;1;0;1;NULL;"2025-09-11 16:37:53";"2025-09-11 16:37:53";1;NULL
157;NULL;NULL;"Máy Lạnh";NULL;NULL;0.00;3.000;42527.000;0;0;1;NULL;"2025-09-11 16:37:54";"2025-09-11 16:37:54";1;NULL
158;NULL;NULL;"Ti VI";NULL;NULL;0.00;4.000;17204.000;0;0;1;NULL;"2025-09-11 16:47:57";"2025-09-11 16:47:57";1;NULL
159;NULL;NULL;"Máy Lạnh";NULL;NULL;0.00;22.000;78408.000;1;0;1;NULL;"2025-09-11 16:47:57";"2025-09-11 16:47:57";1;NULL
160;NULL;NULL;"Ti VI";NULL;NULL;0.00;4.000;17204.000;0;0;1;NULL;"2025-09-11 16:51:10";"2025-09-11 16:51:10";1;NULL
161;NULL;NULL;"Máy Lạnh";NULL;NULL;0.00;22.000;78408.000;1;0;1;NULL;"2025-09-11 16:51:11";"2025-09-11 16:51:11";1;NULL
162;NULL;NULL;"Ti VI";NULL;NULL;0.00;3.000;10208.000;1;0;1;NULL;"2025-09-11 16:54:12";"2025-09-11 16:54:12";1;NULL
163;NULL;NULL;"Máy Lanhssssss";NULL;NULL;0.00;4.000;157300.000;0;0;1;NULL;"2025-09-11 16:54:13";"2025-09-11 16:54:13";1;NULL
164;NULL;NULL;"Ti VI";NULL;NULL;0.00;3.000;10208.000;1;0;1;NULL;"2025-09-11 16:57:11";"2025-09-11 16:57:11";1;NULL
165;NULL;NULL;"Máy Lanhssssss";NULL;NULL;0.00;4.000;157300.000;0;0;1;NULL;"2025-09-11 16:57:12";"2025-09-11 16:57:12";1;NULL
166;NULL;NULL;"Ti VI";NULL;NULL;0.00;4.000;26588.000;1;0;1;NULL;"2025-09-11 16:58:28";"2025-09-11 16:58:28";1;NULL
167;NULL;NULL;"Ti VIfffff";NULL;NULL;0.00;4.000;35904.000;1;0;1;NULL;"2025-09-11 17:03:43";"2025-09-11 17:03:43";1;NULL
168;NULL;NULL;"Ti VIfffff";NULL;NULL;0.00;4.000;35904.000;1;0;1;NULL;"2025-09-11 17:06:29";"2025-09-11 17:06:29";1;NULL
169;NULL;NULL;"Ti VIfffff";NULL;NULL;0.00;3.000;35904.000;0;0;1;NULL;"2025-09-11 17:07:35";"2025-09-11 17:07:35";1;NULL
170;NULL;NULL;"Ti VIfffff";NULL;NULL;0.00;3.000;35904.000;0;0;1;NULL;"2025-09-11 17:14:19";"2025-09-11 17:14:19";1;NULL
171;NULL;NULL;"Ti VIfffff";NULL;NULL;0.00;3.000;35904.000;0;0;1;NULL;"2025-09-11 17:19:27";"2025-09-11 17:19:27";1;NULL
172;NULL;NULL;"Ti VIfffff";NULL;NULL;0.00;3.000;35904.000;0;0;1;NULL;"2025-09-11 17:29:46";"2025-09-11 17:29:46";1;NULL
173;NULL;NULL;"Ti VIfffff";NULL;NULL;0.00;3.000;35904.000;0;0;1;NULL;"2025-09-11 17:35:48";"2025-09-11 17:35:48";1;NULL
174;NULL;NULL;"Ti VIfffff";NULL;NULL;0.00;3.000;35904.000;0;0;1;NULL;"2025-09-11 17:43:41";"2025-09-11 17:43:41";1;NULL
175;NULL;NULL;"Ti VIfffff";NULL;NULL;0.00;3.000;35904.000;0;0;1;NULL;"2025-09-11 17:47:31";"2025-09-11 17:47:31";1;NULL
176;NULL;NULL;"Ti VIfffff";NULL;NULL;0.00;3.000;35904.000;0;0;1;NULL;"2025-09-11 17:50:09";"2025-09-11 17:50:09";1;NULL
177;NULL;NULL;MQQWWW;NULL;NULL;0.00;3.300;15972.000;1;0;1;NULL;"2025-09-11 18:21:00";"2025-09-11 18:21:00";1;NULL
178;NULL;NULL;MQQWWW;NULL;NULL;0.00;3.300;15972.000;1;0;1;NULL;"2025-09-11 18:35:17";"2025-09-11 18:35:17";1;NULL
179;NULL;NULL;qqq;NULL;NULL;0.00;2.000;2856.000;1;0;1;NULL;"2025-09-11 18:40:28";"2025-09-11 18:40:28";1;NULL
180;NULL;NULL;csdfef;NULL;NULL;0.00;1.000;40.000;0;0;1;NULL;"2025-09-11 18:40:28";"2025-09-11 18:40:28";1;NULL
181;NULL;NULL;"Ti VI";NULL;NULL;0.00;1.000;1.000;1;0;1;NULL;"2025-09-11 18:49:30";"2025-09-11 18:49:30";1;NULL
182;NULL;NULL;csasLạnh;NULL;NULL;0.00;4.400;105.000;0;0;1;NULL;"2025-09-11 18:49:30";"2025-09-11 18:49:30";1;NULL
183;NULL;NULL;zzzz;NULL;NULL;0.00;1.100;60.000;1;0;1;NULL;"2025-09-11 18:54:39";"2025-09-11 18:54:39";1;NULL
184;NULL;NULL;ee;NULL;NULL;0.00;2.200;105.000;0;0;1;NULL;"2025-09-11 18:54:39";"2025-09-11 18:54:39";1;NULL
185;NULL;NULL;ccc;NULL;NULL;0.00;4.400;432.000;0;0;1;NULL;"2025-09-11 18:54:39";"2025-09-11 18:54:39";1;NULL
186;NULL;NULL;"Ti VI";NULL;NULL;0.00;4.000;56.000;1;0;1;NULL;"2025-09-11 19:01:18";"2025-09-11 19:01:18";1;NULL
187;NULL;NULL;ee;NULL;NULL;0.00;3.000;216.000;0;0;1;NULL;"2025-09-11 19:01:18";"2025-09-11 19:01:18";1;NULL
188;NULL;NULL;sss;NULL;NULL;0.00;3.000;84.000;1;0;1;NULL;"2025-09-11 19:01:18";"2025-09-11 19:01:18";1;NULL
189;NULL;NULL;"Sản phẩm mẫu 1";NULL;NULL;0.00;1.500;24000.000;0;0;1;NULL;"2025-09-12 03:36:49";"2025-09-12 03:36:49";1;NULL
190;NULL;NULL;"Sản phẩm mẫu 2";NULL;NULL;0.00;0.800;5625.000;0;0;1;NULL;"2025-09-12 03:36:49";"2025-09-12 03:36:49";1;NULL
191;NULL;NULL;"Sản phẩm mẫu 1";NULL;NULL;0.00;1.500;24000.000;1;0;1;NULL;"2025-09-12 04:09:04";"2025-09-12 04:09:04";1;NULL
192;NULL;NULL;"Sản phẩm mẫu 2";NULL;NULL;0.00;0.800;5625.000;0;0;1;NULL;"2025-09-12 04:09:05";"2025-09-12 04:09:05";1;NULL
193;NULL;NULL;"Sản phẩm mẫu 1";NULL;NULL;0.00;1.500;24000.000;0;0;1;NULL;"2025-09-12 07:12:04";"2025-09-12 07:12:04";1;NULL
194;NULL;NULL;"Sản phẩm mẫu 1";NULL;NULL;0.00;1.500;24000.000;0;0;1;NULL;"2025-09-12 07:12:04";"2025-09-12 07:12:04";1;NULL
195;NULL;NULL;"Sản phẩm mẫu 2";NULL;NULL;0.00;0.800;5625.000;0;0;1;NULL;"2025-09-12 07:12:04";"2025-09-12 07:12:04";1;NULL
196;NULL;NULL;"Sản phẩm mẫu 2";NULL;NULL;0.00;0.800;5625.000;0;0;1;NULL;"2025-09-12 07:12:04";"2025-09-12 07:12:04";1;NULL
197;NULL;NULL;"Sản phẩm mẫu 1";NULL;NULL;0.00;1.500;24000.000;0;0;1;NULL;"2025-09-12 07:13:25";"2025-09-12 07:13:25";1;NULL
198;NULL;NULL;"Sản phẩm mẫu 2";NULL;NULL;0.00;0.800;5625.000;0;0;1;NULL;"2025-09-12 07:13:25";"2025-09-12 07:13:25";1;NULL
199;NULL;NULL;"Sản phẩm mẫu 1";NULL;NULL;0.00;1.500;24000.000;0;0;1;NULL;"2025-09-12 07:29:04";"2025-09-12 07:29:04";1;NULL
200;NULL;NULL;"Sản phẩm mẫu 2";NULL;NULL;0.00;0.800;5625.000;0;0;1;NULL;"2025-09-12 07:29:04";"2025-09-12 07:29:04";1;NULL
201;NULL;NULL;gối;NULL;NULL;0.00;0.100;1.000;1;0;1;NULL;"2025-09-12 07:29:05";"2025-09-12 07:29:05";1;NULL
202;NULL;NULL;"Sản phẩm mẫu 1";NULL;NULL;0.00;1.500;24000.000;1;0;1;NULL;"2025-09-12 07:36:11";"2025-09-12 07:36:11";1;NULL
203;NULL;NULL;"Sản phẩm mẫu 2";NULL;NULL;0.00;0.800;5625.000;0;0;1;NULL;"2025-09-12 07:36:11";"2025-09-12 07:36:11";1;NULL
204;NULL;NULL;"Sản phẩm mẫu 1";NULL;NULL;0.00;1.500;24000.000;1;0;1;NULL;"2025-09-12 07:36:12";"2025-09-12 07:36:12";1;NULL
205;NULL;NULL;"Sản phẩm mẫu 2";NULL;NULL;0.00;0.800;5625.000;0;0;1;NULL;"2025-09-12 07:36:12";"2025-09-12 07:36:12";1;NULL
206;NULL;NULL;"Sản phẩm mẫu 1";NULL;NULL;0.00;1.500;24000.000;1;0;1;NULL;"2025-09-15 03:43:04";"2025-09-15 03:43:04";1;NULL
207;NULL;NULL;"Sản phẩm mẫu 2";NULL;NULL;0.00;0.800;5625.000;0;0;1;NULL;"2025-09-15 03:43:04";"2025-09-15 03:43:04";1;NULL
208;NULL;NULL;"Sản phẩm mẫu 1";NULL;NULL;0.00;1.500;24000.000;0;0;1;NULL;"2025-09-15 03:46:22";"2025-09-15 03:46:22";1;NULL
209;NULL;NULL;"Sản phẩm mẫu 2";NULL;NULL;0.00;0.800;5625.000;0;0;1;NULL;"2025-09-15 03:46:23";"2025-09-15 03:46:23";1;NULL
210;NULL;NULL;"Mới Tạo Mới Tạo";NULL;NULL;0.00;1.500;24000.000;0;0;1;NULL;"2025-09-15 03:47:42";"2025-09-15 03:47:42";1;NULL
211;NULL;NULL;"Mới tạo mới tạo";NULL;NULL;0.00;0.800;5625.000;0;0;1;NULL;"2025-09-15 03:47:43";"2025-09-15 03:47:43";1;NULL
212;NULL;NULL;"Sản phẩm mẫu 1";NULL;NULL;0.00;1.500;24000.000;0;0;1;NULL;"2025-09-15 03:50:29";"2025-09-15 03:50:29";1;NULL
213;NULL;NULL;"Sản phẩm mẫu 2";NULL;NULL;0.00;0.800;5625.000;0;0;1;NULL;"2025-09-15 03:50:29";"2025-09-15 03:50:29";1;NULL
214;NULL;NULL;"Sản phẩm mẫu 1";NULL;NULL;0.00;1.500;24000.000;0;0;1;NULL;"2025-09-15 03:56:40";"2025-09-15 03:56:40";1;NULL
215;NULL;NULL;"Testing clean";NULL;NULL;0.00;0.800;5625.000;0;0;1;NULL;"2025-09-15 03:56:40";"2025-09-15 03:56:40";1;NULL
216;NULL;NULL;"Sản phẩm mẫu 1";NULL;NULL;0.00;1.500;24000.000;0;0;1;NULL;"2025-09-15 04:00:06";"2025-09-15 04:00:06";1;NULL
217;NULL;NULL;"Sản phẩm mẫu 2";NULL;NULL;0.00;0.800;5625.000;0;0;1;NULL;"2025-09-15 04:00:06";"2025-09-15 04:00:06";1;NULL
218;NULL;NULL;"Sản phẩm mẫu 1";NULL;NULL;0.00;1.500;24000.000;0;0;1;NULL;"2025-09-15 04:04:27";"2025-09-15 04:04:27";1;NULL
219;NULL;NULL;"Sản phẩm mẫu 2";NULL;NULL;0.00;0.800;5625.000;0;0;1;NULL;"2025-09-15 04:04:28";"2025-09-15 04:04:28";1;NULL
220;NULL;NULL;"Sản phẩm mẫu 1";NULL;NULL;0.00;1.500;24000.000;0;0;1;NULL;"2025-09-15 04:09:11";"2025-09-15 04:09:11";1;NULL
221;NULL;NULL;"Sản phẩm mẫu 2";NULL;NULL;0.00;0.800;5625.000;0;0;1;NULL;"2025-09-15 04:09:11";"2025-09-15 04:09:11";1;NULL
222;NULL;NULL;"Sản phẩm mẫu 1";NULL;NULL;0.00;1.500;24000.000;0;0;1;NULL;"2025-09-15 04:12:46";"2025-09-15 04:12:46";1;NULL
223;NULL;NULL;"Sản phẩm mẫu 2";NULL;NULL;0.00;0.800;5625.000;0;0;1;NULL;"2025-09-15 04:12:46";"2025-09-15 04:12:46";1;NULL
224;NULL;NULL;"Sản phẩm mẫu 1";NULL;NULL;0.00;1.500;24000.000;0;0;1;NULL;"2025-09-15 04:14:42";"2025-09-15 04:14:42";1;NULL
225;NULL;NULL;"Sản phẩm mẫu 2";NULL;NULL;0.00;0.800;5625.000;0;0;1;NULL;"2025-09-15 04:14:42";"2025-09-15 04:14:42";1;NULL
226;NULL;NULL;"Sản phẩm mẫu 1";NULL;NULL;0.00;1.500;24000.000;0;0;1;NULL;"2025-09-15 04:17:46";"2025-09-15 04:17:46";1;NULL
227;NULL;NULL;"Sản phẩm mẫu 2";NULL;NULL;0.00;0.800;5625.000;0;0;1;NULL;"2025-09-15 04:17:46";"2025-09-15 04:17:46";1;NULL
228;NULL;NULL;"Sản phẩm mẫu 1";NULL;NULL;0.00;1.500;24000.000;0;0;1;NULL;"2025-09-15 04:18:29";"2025-09-15 04:18:29";1;NULL
229;NULL;NULL;"Sản phẩm mẫu 2";NULL;NULL;0.00;0.800;5625.000;0;0;1;NULL;"2025-09-15 04:18:31";"2025-09-15 04:18:31";1;NULL
230;NULL;NULL;"Sản phẩm mẫu 1";NULL;NULL;0.00;1.500;24000.000;0;0;1;NULL;"2025-09-20 01:58:47";"2025-09-20 01:58:47";1;NULL
231;NULL;NULL;"Sản phẩm mẫu 2";NULL;NULL;0.00;0.800;5625.000;0;0;1;NULL;"2025-09-20 01:58:47";"2025-09-20 01:58:47";1;NULL
